Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Per_Capita_Income,Age_Group,Experience_Group,Is_Anomaly
68,Master's,Healthcare,1,Rural,19,Single,Self-employed,6,Own,Single-family home,Male,Biking,65648,10941.33333,60–70,16+ yrs,No
37,Master's,Technology,0,Suburban,13,Married,Part-time,7,Rent,Single-family home,Female,Biking,1807604,258229.1429,30–39,11–15 yrs,No
19,High School,Technology,2,Rural,39,Single,Part-time,2,Own,Townhouse,Male,Public transit,65908,32954,18–29,16+ yrs,Yes
68,Bachelor's,Education,4,Suburban,5,Single,Part-time,3,Rent,Townhouse,Male,Public transit,7882186,2627395.333,60–70,0–5 yrs,Yes
58,High School,Others,5,Urban,11,Married,Full-time,2,Own,Townhouse,Male,Public transit,5477453,2738726.5,50–59,11–15 yrs,Yes
36,Doctorate,Healthcare,4,Urban,40,Single,Full-time,4,Own,Apartment,Male,Public transit,405641,101410.25,30–39,16+ yrs,Yes
54,Master's,Education,1,Urban,6,Married,Self-employed,5,Own,Apartment,Male,Biking,67324,13464.8,50–59,6–10 yrs,No
35,Master's,Finance,1,Urban,44,Married,Full-time,4,Own,Apartment,Female,Public transit,254653,63663.25,30–39,16+ yrs,Yes
33,Master's,Finance,4,Urban,29,Married,Full-time,7,Own,Townhouse,Male,Car,2295842,327977.4286,30–39,16+ yrs,Yes
21,Bachelor's,Others,1,Urban,15,Married,Part-time,6,Own,Single-family home,Female,Car,65396,10899.33333,18–29,11–15 yrs,Yes
29,High School,Healthcare,1,Urban,7,Single,Part-time,2,Own,Apartment,Female,Biking,231416,115708,18–29,6–10 yrs,No
46,High School,Healthcare,3,Urban,13,Single,Full-time,7,Own,Single-family home,Male,Public transit,74424,10632,40–49,11–15 yrs,No
24,High School,Technology,5,Urban,47,Single,Full-time,2,Own,Single-family home,Female,Biking,70886,35443,18–29,16+ yrs,Yes
31,Bachelor's,Education,5,Urban,19,Single,Full-time,1,Rent,Townhouse,Female,Car,152605,152605,30–39,16+ yrs,Yes
29,Master's,Healthcare,4,Urban,27,Single,Self-employed,2,Own,Apartment,Male,Public transit,67528,33764,18–29,16+ yrs,Yes
52,Doctorate,Technology,4,Rural,5,Married,Self-employed,1,Rent,Single-family home,Female,Public transit,70664,70664,50–59,0–5 yrs,Yes
22,High School,Education,1,Urban,29,Married,Self-employed,6,Own,Apartment,Male,Public transit,70478,11746.33333,18–29,16+ yrs,Yes
34,Bachelor's,Education,0,Urban,3,Single,Self-employed,1,Own,Single-family home,Female,Walking,72656,72656,30–39,0–5 yrs,No
59,Bachelor's,Healthcare,3,Urban,35,Single,Part-time,5,Rent,Single-family home,Female,Car,192598,38519.6,50–59,16+ yrs,No
49,Bachelor's,Healthcare,0,Suburban,2,Single,Self-employed,2,Rent,Apartment,Female,Public transit,68630,34315,40–49,0–5 yrs,No
27,Bachelor's,Healthcare,1,Urban,9,Single,Full-time,6,Rent,Apartment,Female,Biking,34459,5743.166667,18–29,6–10 yrs,No
60,Bachelor's,Technology,4,Rural,37,Married,Full-time,4,Own,Apartment,Female,Public transit,6377389,1594347.25,60–70,16+ yrs,No
34,Master's,Healthcare,0,Urban,26,Married,Part-time,3,Rent,Townhouse,Male,Walking,69416,23138.66667,30–39,16+ yrs,Yes
22,Master's,Others,5,Urban,17,Single,Self-employed,1,Own,Apartment,Female,Biking,72724,72724,18–29,16+ yrs,Yes
62,Master's,Healthcare,2,Urban,44,Married,Part-time,7,Own,Townhouse,Female,Car,70132,10018.85714,60–70,16+ yrs,No
59,High School,Others,0,Suburban,10,Married,Full-time,6,Rent,Single-family home,Male,Public transit,73386,12231,50–59,6–10 yrs,No
26,High School,Education,4,Urban,35,Married,Self-employed,3,Own,Apartment,Female,Public transit,66462,22154,18–29,16+ yrs,Yes
66,Bachelor's,Healthcare,5,Urban,39,Single,Part-time,1,Rent,Single-family home,Female,Public transit,135691,135691,60–70,16+ yrs,Yes
50,Master's,Education,1,Urban,34,Single,Part-time,4,Own,Apartment,Female,Public transit,71648,17912,50–59,16+ yrs,No
53,Master's,Education,0,Urban,43,Married,Part-time,1,Own,Townhouse,Female,Car,70186,70186,50–59,16+ yrs,Yes
53,Bachelor's,Technology,1,Rural,12,Divorced,Part-time,7,Rent,Apartment,Female,Public transit,65034,9290.571429,50–59,11–15 yrs,No
35,Master's,Education,3,Urban,22,Married,Full-time,5,Own,Apartment,Female,Car,69802,13960.4,30–39,16+ yrs,Yes
26,Bachelor's,Technology,2,Urban,42,Single,Full-time,7,Own,Townhouse,Male,Car,539902,77128.85714,18–29,16+ yrs,Yes
46,High School,Education,4,Urban,8,Single,Self-employed,1,Own,Single-family home,Female,Public transit,2885776,2885776,40–49,6–10 yrs,Yes
67,Master's,Technology,4,Urban,3,Married,Full-time,7,Rent,Single-family home,Female,Public transit,49179,7025.571429,60–70,0–5 yrs,No
31,Master's,Technology,1,Urban,42,Married,Part-time,2,Own,Apartment,Female,Public transit,70818,35409,30–39,16+ yrs,Yes
42,High School,Healthcare,2,Urban,39,Single,Full-time,5,Rent,Single-family home,Female,Public transit,1348909,269781.8,40–49,16+ yrs,Yes
32,Bachelor's,Finance,5,Urban,49,Married,Self-employed,1,Rent,Single-family home,Female,Public transit,69488,69488,30–39,16+ yrs,Yes
23,Bachelor's,Finance,4,Rural,30,Married,Part-time,1,Rent,Single-family home,Male,Public transit,1226890,1226890,18–29,16+ yrs,Yes
59,High School,Others,0,Urban,2,Married,Part-time,3,Rent,Single-family home,Female,Walking,66322,22107.33333,50–59,0–5 yrs,No
46,Master's,Healthcare,4,Suburban,35,Married,Full-time,1,Rent,Apartment,Female,Biking,480924,480924,40–49,16+ yrs,Yes
32,Bachelor's,Finance,0,Rural,16,Married,Full-time,6,Own,Single-family home,Male,Biking,67452,11242,30–39,16+ yrs,No
46,High School,Others,4,Urban,15,Single,Part-time,6,Rent,Apartment,Female,Public transit,102575,17095.83333,40–49,11–15 yrs,No
21,High School,Technology,0,Urban,38,Married,Full-time,5,Rent,Single-family home,Male,Public transit,65870,13174,18–29,16+ yrs,Yes
35,Doctorate,Technology,3,Suburban,1,Married,Part-time,6,Rent,Apartment,Female,Car,128239,21373.16667,30–39,0–5 yrs,No
67,Master's,Others,1,Suburban,4,Married,Part-time,1,Rent,Apartment,Male,Biking,1903251,1903251,60–70,0–5 yrs,No
66,Master's,Others,5,Urban,32,Single,Self-employed,3,Own,Single-family home,Male,Walking,73556,24518.66667,60–70,16+ yrs,Yes
61,High School,Technology,5,Urban,12,Married,Full-time,4,Own,Apartment,Female,Walking,4206285,1051571.25,60–70,11–15 yrs,Yes
56,Master's,Education,3,Urban,11,Divorced,Part-time,3,Own,Single-family home,Female,Car,4528576,1509525.333,50–59,11–15 yrs,No
33,Bachelor's,Finance,5,Urban,18,Married,Part-time,3,Own,Single-family home,Male,Walking,73420,24473.33333,30–39,16+ yrs,Yes
28,Bachelor's,Healthcare,0,Suburban,21,Single,Full-time,1,Own,Apartment,Male,Public transit,66452,66452,18–29,16+ yrs,Yes
31,Doctorate,Healthcare,5,Urban,39,Married,Part-time,4,Rent,Single-family home,Female,Biking,70144,17536,30–39,16+ yrs,Yes
20,High School,Others,1,Suburban,7,Single,Full-time,7,Rent,Townhouse,Male,Biking,52467,7495.285714,18–29,6–10 yrs,Yes
68,Bachelor's,Finance,2,Urban,43,Single,Full-time,6,Own,Townhouse,Female,Walking,70176,11696,60–70,16+ yrs,No
67,High School,Others,0,Urban,3,Married,Full-time,5,Rent,Single-family home,Male,Public transit,7477167,1495433.4,60–70,0–5 yrs,No
59,Bachelor's,Technology,5,Urban,6,Single,Full-time,6,Own,Apartment,Female,Public transit,2939006,489834.3333,50–59,6–10 yrs,No
55,High School,Education,4,Urban,47,Single,Self-employed,7,Own,Apartment,Female,Biking,65728,9389.714286,50–59,16+ yrs,Yes
62,Master's,Others,4,Suburban,21,Married,Full-time,5,Own,Apartment,Male,Car,2712084,542416.8,60–70,16+ yrs,No
59,Bachelor's,Education,2,Urban,17,Married,Full-time,6,Rent,Apartment,Male,Car,68196,11366,50–59,16+ yrs,No
35,Bachelor's,Finance,3,Suburban,5,Divorced,Full-time,2,Own,Townhouse,Female,Car,71150,35575,30–39,0–5 yrs,Yes
37,Master's,Technology,0,Suburban,49,Married,Part-time,3,Own,Single-family home,Male,Car,73654,24551.33333,30–39,16+ yrs,Yes
65,Doctorate,Healthcare,4,Urban,3,Married,Part-time,3,Rent,Single-family home,Female,Biking,587954,195984.6667,60–70,0–5 yrs,Yes
42,Bachelor's,Healthcare,1,Urban,40,Married,Full-time,2,Own,Apartment,Female,Public transit,66898,33449,40–49,16+ yrs,Yes
55,Bachelor's,Education,2,Rural,44,Single,Full-time,7,Own,Single-family home,Male,Public transit,9615158,1373594,50–59,16+ yrs,Yes
30,High School,Technology,3,Urban,50,Married,Self-employed,1,Own,Single-family home,Male,Biking,90943,90943,30–39,16+ yrs,Yes
21,High School,Healthcare,3,Rural,11,Married,Full-time,5,Own,Single-family home,Male,Car,93807,18761.4,18–29,11–15 yrs,Yes
31,Bachelor's,Education,1,Urban,47,Married,Full-time,6,Rent,Single-family home,Female,Public transit,3828163,638027.1667,30–39,16+ yrs,Yes
50,High School,Technology,5,Urban,36,Single,Full-time,5,Own,Apartment,Female,Walking,66532,13306.4,50–59,16+ yrs,Yes
45,Bachelor's,Finance,1,Suburban,1,Single,Full-time,2,Own,Single-family home,Male,Car,7208794,3604397,40–49,0–5 yrs,No
69,High School,Healthcare,5,Suburban,2,Married,Part-time,2,Own,Townhouse,Female,Car,8503475,4251737.5,60–70,0–5 yrs,Yes
54,Bachelor's,Technology,2,Suburban,44,Single,Part-time,6,Own,Single-family home,Male,Walking,65832,10972,50–59,16+ yrs,Yes
25,Bachelor's,Healthcare,1,Urban,20,Married,Full-time,2,Rent,Apartment,Female,Public transit,204685,102342.5,18–29,16+ yrs,Yes
61,High School,Healthcare,4,Suburban,38,Married,Full-time,4,Own,Single-family home,Female,Biking,68604,17151,60–70,16+ yrs,No
51,High School,Healthcare,3,Urban,12,Married,Full-time,3,Own,Single-family home,Female,Car,72470,24156.66667,50–59,11–15 yrs,No
61,Bachelor's,Technology,5,Urban,47,Single,Part-time,5,Own,Apartment,Female,Car,73784,14756.8,60–70,16+ yrs,Yes
22,Bachelor's,Healthcare,1,Rural,13,Married,Part-time,1,Own,Single-family home,Female,Public transit,394457,394457,18–29,11–15 yrs,Yes
22,Bachelor's,Healthcare,0,Urban,29,Divorced,Self-employed,7,Rent,Single-family home,Male,Public transit,75028,10718.28571,18–29,16+ yrs,Yes
48,Master's,Healthcare,1,Urban,17,Single,Part-time,4,Own,Apartment,Female,Car,65956,16489,40–49,16+ yrs,No
62,High School,Others,5,Urban,12,Single,Part-time,3,Own,Apartment,Female,Car,75448,25149.33333,60–70,11–15 yrs,Yes
26,High School,Others,3,Urban,13,Single,Part-time,7,Own,Single-family home,Female,Walking,395419,56488.42857,18–29,11–15 yrs,Yes
59,High School,Healthcare,4,Suburban,40,Single,Full-time,4,Own,Apartment,Male,Public transit,9085348,2271337,50–59,16+ yrs,No
49,Bachelor's,Education,1,Urban,39,Married,Part-time,3,Own,Apartment,Male,Biking,66606,22202,40–49,16+ yrs,Yes
50,Master's,Others,4,Suburban,24,Single,Full-time,2,Own,Single-family home,Male,Public transit,74458,37229,50–59,16+ yrs,Yes
20,High School,Healthcare,0,Suburban,36,Married,Part-time,7,Own,Apartment,Female,Car,8116489,1159498.429,18–29,16+ yrs,Yes
47,Bachelor's,Healthcare,5,Urban,26,Married,Full-time,1,Rent,Apartment,Male,Walking,39951,39951,40–49,16+ yrs,Yes
67,Bachelor's,Healthcare,3,Urban,22,Single,Full-time,2,Rent,Apartment,Female,Public transit,47111,23555.5,60–70,16+ yrs,Yes
29,Doctorate,Others,2,Urban,6,Divorced,Part-time,5,Own,Single-family home,Male,Public transit,69736,13947.2,18–29,6–10 yrs,No
46,Master's,Finance,3,Suburban,47,Single,Part-time,5,Rent,Single-family home,Female,Biking,67310,13462,40–49,16+ yrs,Yes
20,Bachelor's,Healthcare,5,Urban,9,Married,Part-time,5,Rent,Single-family home,Male,Public transit,69146,13829.2,18–29,6–10 yrs,Yes
43,Bachelor's,Healthcare,2,Suburban,24,Single,Part-time,7,Rent,Townhouse,Female,Biking,961396,137342.2857,40–49,16+ yrs,No
47,Doctorate,Others,2,Urban,34,Divorced,Full-time,5,Own,Single-family home,Female,Biking,1175067,235013.4,40–49,16+ yrs,Yes
26,Doctorate,Education,3,Urban,23,Divorced,Self-employed,4,Own,Single-family home,Male,Car,3079107,769776.75,18–29,16+ yrs,Yes
43,Bachelor's,Technology,5,Urban,48,Single,Full-time,1,Rent,Apartment,Male,Car,1213897,1213897,40–49,16+ yrs,Yes
19,Bachelor's,Healthcare,2,Urban,41,Single,Full-time,1,Rent,Apartment,Female,Public transit,559859,559859,18–29,16+ yrs,Yes
20,Bachelor's,Finance,5,Suburban,10,Married,Full-time,7,Rent,Apartment,Female,Car,79105,11300.71429,18–29,6–10 yrs,Yes
63,Bachelor's,Healthcare,4,Suburban,19,Single,Part-time,5,Own,Apartment,Female,Car,336628,67325.6,60–70,16+ yrs,No
21,Bachelor's,Finance,0,Urban,9,Married,Full-time,3,Own,Apartment,Male,Car,73938,24646,18–29,6–10 yrs,Yes
42,High School,Healthcare,1,Urban,49,Divorced,Full-time,2,Own,Single-family home,Female,Biking,75448,37724,40–49,16+ yrs,Yes
68,Master's,Healthcare,5,Urban,20,Married,Full-time,5,Own,Townhouse,Male,Biking,70596,14119.2,60–70,16+ yrs,No
30,Bachelor's,Technology,5,Urban,27,Married,Part-time,3,Own,Single-family home,Female,Car,68696,22898.66667,30–39,16+ yrs,Yes
56,Master's,Finance,2,Urban,27,Single,Part-time,6,Own,Single-family home,Male,Public transit,68794,11465.66667,50–59,16+ yrs,No
61,Bachelor's,Education,5,Urban,26,Divorced,Part-time,1,Own,Single-family home,Female,Biking,5615473,5615473,60–70,16+ yrs,Yes
52,Master's,Healthcare,5,Urban,32,Single,Self-employed,2,Own,Single-family home,Female,Car,69774,34887,50–59,16+ yrs,Yes
40,Bachelor's,Technology,2,Urban,3,Single,Self-employed,1,Own,Apartment,Female,Public transit,68786,68786,40–49,0–5 yrs,Yes
26,Bachelor's,Technology,3,Suburban,34,Married,Full-time,1,Own,Apartment,Female,Public transit,74030,74030,18–29,16+ yrs,Yes
19,Bachelor's,Finance,5,Urban,19,Married,Part-time,4,Own,Townhouse,Female,Car,74902,18725.5,18–29,16+ yrs,Yes
58,Bachelor's,Education,4,Urban,5,Married,Part-time,2,Own,Townhouse,Male,Car,335641,167820.5,50–59,0–5 yrs,Yes
61,Master's,Healthcare,1,Urban,5,Married,Full-time,4,Own,Single-family home,Female,Car,74872,18718,60–70,0–5 yrs,No
48,High School,Technology,5,Suburban,16,Married,Full-time,6,Rent,Apartment,Female,Biking,73254,12209,40–49,16+ yrs,No
61,Bachelor's,Education,2,Urban,18,Single,Part-time,7,Own,Apartment,Male,Car,1149251,164178.7143,60–70,16+ yrs,No
64,High School,Others,4,Urban,48,Married,Part-time,5,Rent,Apartment,Male,Biking,74950,14990,60–70,16+ yrs,No
19,Master's,Technology,1,Rural,16,Single,Part-time,2,Rent,Apartment,Male,Public transit,117191,58595.5,18–29,16+ yrs,Yes
49,High School,Technology,3,Urban,48,Single,Full-time,3,Rent,Townhouse,Female,Car,67914,22638,40–49,16+ yrs,Yes
35,Bachelor's,Education,5,Urban,2,Married,Self-employed,1,Rent,Apartment,Female,Car,74938,74938,30–39,0–5 yrs,Yes
30,High School,Education,2,Urban,45,Divorced,Part-time,1,Rent,Single-family home,Male,Car,43020,43020,30–39,16+ yrs,Yes
63,Bachelor's,Technology,3,Suburban,33,Married,Self-employed,4,Own,Apartment,Male,Walking,67804,16951,60–70,16+ yrs,No
22,Master's,Education,5,Urban,3,Single,Full-time,6,Own,Single-family home,Male,Biking,427992,71332,18–29,0–5 yrs,No
59,High School,Others,3,Urban,22,Married,Part-time,4,Rent,Apartment,Male,Car,1456199,364049.75,50–59,16+ yrs,No
61,Bachelor's,Education,2,Urban,17,Divorced,Part-time,6,Rent,Apartment,Male,Public transit,6895154,1149192.333,60–70,16+ yrs,No
27,High School,Healthcare,4,Urban,33,Single,Full-time,4,Rent,Apartment,Male,Biking,31405,7851.25,18–29,16+ yrs,Yes
60,Bachelor's,Healthcare,4,Urban,28,Single,Full-time,2,Own,Apartment,Female,Public transit,72180,36090,60–70,16+ yrs,Yes
42,Bachelor's,Technology,3,Urban,43,Single,Full-time,1,Own,Single-family home,Female,Public transit,72874,72874,40–49,16+ yrs,Yes
51,Bachelor's,Healthcare,3,Urban,14,Married,Self-employed,6,Own,Single-family home,Female,Car,68114,11352.33333,50–59,11–15 yrs,No
54,Bachelor's,Education,5,Urban,44,Single,Part-time,6,Own,Apartment,Female,Walking,3183792,530632,50–59,16+ yrs,Yes
47,Bachelor's,Technology,0,Urban,10,Married,Full-time,3,Own,Townhouse,Male,Car,72042,24014,40–49,6–10 yrs,No
24,High School,Education,1,Urban,38,Married,Part-time,6,Rent,Single-family home,Male,Public transit,78285,13047.5,18–29,16+ yrs,Yes
23,Bachelor's,Finance,5,Urban,8,Married,Part-time,7,Own,Apartment,Male,Walking,4312126,616018,18–29,6–10 yrs,No
20,High School,Technology,3,Urban,46,Divorced,Full-time,6,Rent,Apartment,Female,Public transit,619394,103232.3333,18–29,16+ yrs,Yes
30,Master's,Others,3,Urban,34,Married,Self-employed,2,Own,Townhouse,Male,Biking,60669,30334.5,30–39,16+ yrs,Yes
20,Master's,Technology,1,Urban,9,Single,Self-employed,7,Rent,Apartment,Female,Walking,4076397,582342.4286,18–29,6–10 yrs,Yes
43,High School,Technology,2,Suburban,39,Married,Full-time,1,Own,Apartment,Male,Public transit,73738,73738,40–49,16+ yrs,Yes
41,High School,Healthcare,4,Suburban,37,Divorced,Part-time,5,Own,Apartment,Female,Public transit,641835,128367,40–49,16+ yrs,Yes
70,High School,Education,2,Suburban,28,Single,Part-time,5,Own,Single-family home,Male,Public transit,1412065,282413,60–70,16+ yrs,No
23,Doctorate,Healthcare,1,Urban,45,Single,Full-time,7,Own,Apartment,Male,Car,9829544,1404220.571,18–29,16+ yrs,Yes
60,Master's,Technology,1,Urban,5,Married,Self-employed,4,Rent,Single-family home,Male,Car,67686,16921.5,60–70,0–5 yrs,No
66,Bachelor's,Education,0,Suburban,18,Single,Self-employed,6,Own,Apartment,Female,Public transit,75070,12511.66667,60–70,16+ yrs,No
59,Bachelor's,Technology,5,Urban,25,Married,Part-time,7,Own,Townhouse,Female,Public transit,69064,9866.285714,50–59,16+ yrs,No
29,High School,Healthcare,5,Urban,8,Married,Full-time,4,Own,Townhouse,Male,Public transit,69284,17321,18–29,6–10 yrs,Yes
66,Bachelor's,Technology,5,Rural,40,Married,Full-time,4,Own,Single-family home,Male,Car,69876,17469,60–70,16+ yrs,Yes
53,Master's,Education,5,Urban,47,Married,Full-time,1,Rent,Apartment,Female,Walking,110046,110046,50–59,16+ yrs,Yes
19,Bachelor's,Technology,0,Urban,44,Single,Full-time,4,Rent,Apartment,Female,Walking,68212,17053,18–29,16+ yrs,Yes
28,Master's,Others,4,Urban,12,Single,Self-employed,3,Own,Single-family home,Female,Car,67060,22353.33333,18–29,11–15 yrs,Yes
56,Bachelor's,Finance,5,Suburban,25,Single,Self-employed,3,Rent,Apartment,Male,Public transit,9463637,3154545.667,50–59,16+ yrs,Yes
51,High School,Healthcare,3,Rural,43,Married,Full-time,5,Rent,Townhouse,Female,Public transit,5194176,1038835.2,50–59,16+ yrs,Yes
43,Bachelor's,Technology,1,Rural,19,Married,Part-time,2,Own,Single-family home,Female,Car,7988269,3994134.5,40–49,16+ yrs,No
35,Bachelor's,Technology,0,Urban,1,Married,Full-time,6,Rent,Single-family home,Male,Public transit,71858,11976.33333,30–39,0–5 yrs,No
38,Master's,Finance,2,Urban,3,Single,Full-time,1,Own,Single-family home,Female,Walking,66570,66570,30–39,0–5 yrs,Yes
53,Bachelor's,Finance,5,Urban,6,Married,Full-time,2,Rent,Single-family home,Female,Public transit,142311,71155.5,50–59,6–10 yrs,Yes
57,Bachelor's,Healthcare,0,Urban,18,Single,Full-time,4,Own,Apartment,Male,Biking,67784,16946,50–59,16+ yrs,No
69,Bachelor's,Finance,2,Suburban,34,Single,Full-time,1,Own,Apartment,Female,Biking,74728,74728,60–70,16+ yrs,Yes
63,Bachelor's,Healthcare,0,Urban,10,Single,Full-time,4,Own,Single-family home,Female,Biking,68392,17098,60–70,6–10 yrs,No
61,Bachelor's,Finance,2,Urban,18,Married,Part-time,2,Own,Apartment,Male,Public transit,67538,33769,60–70,16+ yrs,No
39,Doctorate,Healthcare,0,Urban,31,Married,Full-time,5,Own,Single-family home,Male,Public transit,72692,14538.4,30–39,16+ yrs,Yes
70,Bachelor's,Healthcare,0,Urban,13,Married,Full-time,3,Own,Townhouse,Female,Public transit,69786,23262,60–70,11–15 yrs,No
47,High School,Others,5,Urban,48,Married,Self-employed,3,Rent,Apartment,Male,Biking,100645,33548.33333,40–49,16+ yrs,Yes
67,Master's,Education,4,Urban,4,Married,Full-time,3,Own,Single-family home,Female,Biking,1454526,484842,60–70,0–5 yrs,Yes
